id,video_id,comment,likeCount,publishedAt
57,Q82tQJyJwgk,"You know what would be a cool experiment: power limit all GPUs to one share value (200W or 300W or whatever would be to have at least 8 GPUs in test) and see how much you can get.<br>I do not know if LTT can pull out such a complex test, but it would be very interesting.",194,2025-01-23T15:13:57Z
58,Q82tQJyJwgk,This costs more than what my parents paid for our house,108,2025-01-23T16:50:54Z
59,Q82tQJyJwgk,"&quot;A little over two fifths&quot;<br>Brother, just say around half.",1,2025-01-28T01:43:26Z
60,Q82tQJyJwgk,"your wallet just passed away, it gets 5 big booms,<br><a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=27"">0:27</a>",15,2025-01-23T17:46:34Z
61,Q82tQJyJwgk,Ay. I extremely appreciate the section with the video editor!<br>I was shopping for a CPU recently and found a distinct lack of mentions for productivity and too much focus on “gaming performance”.,61,2025-01-23T15:58:28Z
62,Q82tQJyJwgk,Hey LTT. It&#39;s a tradition to test it out on 8k for the fun of it. Don&#39;t skip that out y&#39;all.,212,2025-01-23T14:23:11Z
63,Q82tQJyJwgk,"its official, NVIDIA sold gamers to the highest bidder... AI",1,2025-01-28T05:51:21Z
64,Q82tQJyJwgk,I&#39;m sorry but is wrong with Wukong&#39;s RT? The 5090 can&#39;t even hit 60fps at 1440p at Max without upscaling? Wtf?,170,2025-01-23T14:09:28Z
65,Q82tQJyJwgk,Can&#39;t believe they didn&#39;t test the 5090 on Vampire Survivors.,42,2025-01-23T15:40:09Z
66,Q82tQJyJwgk,"No matter how much data is used or how many times the AI model is trained, it will never be flawless. Issues like ghosting, flickering, and others will always persist, as game content is dynamic and unpredictable.",45,2025-01-23T19:10:45Z
67,Q82tQJyJwgk,Actually Linus its $5000 from an ebay scalper,1,2025-01-30T21:27:58Z
68,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=511"">8:31</a> why am I getting mean girl vibes 💅🏼 😂",9,2025-01-23T16:58:49Z
69,Q82tQJyJwgk,The 4000D test with the new cooler style is such a thoughtful addition to the review. Its not something that was 100% necessary but really was a nice tidbit to know and consider. It really shows the thoroughness of the review.,46,2025-01-23T21:45:26Z
70,Q82tQJyJwgk,"I&#39;ll be honest, these tech videos don&#39;t really make sense to me but I still enjoyed these. I&#39;m learning little by little with each video. As well this is the first time I see Oliver Cao in a video, but he talks like he&#39;s been doing these videos for years.",15,2025-01-24T02:07:54Z
71,Q82tQJyJwgk,"its just a 4090 ti, not buying until price drop",1,2025-01-31T22:54:04Z
72,Q82tQJyJwgk,"I love how watching GN, LTT and HUB will give you 3 completely different reviews, with some overlap that says the same things but all 3 have such different perspectives that I feel like they were all necessary. Some to get confirmation of the main results, some other to get morenrelevant information.<br><br><br>Good job everyone!<br><br>And then there&#39;s my country&#39;s version which is also very good, and covered some more stuff but mostly how it fits in the Italian market. Shoutout to Prodigeek, despite the annoying clickbaity title, thumbnail and first 10 to 20 seconds of their videos, the rest is fun, informational and cool.",28,2025-01-23T23:03:14Z
73,Q82tQJyJwgk,At this rate the RTX 6090 is gonna cost your firstborn child and 3 years of hard labour😭😭,74,2025-01-23T14:21:06Z
74,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=339"">5:39</a>  -18% letter count? Unacceptable!",26,2025-01-23T14:28:50Z
75,Q82tQJyJwgk,feels like an ad,2,2025-01-25T11:48:03Z
76,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=318"">5:18</a> - close your eyes, and you have Kermit the Frog explaining complex graphical technology to you.",56,2025-01-23T15:22:21Z
77,Q82tQJyJwgk,"Oliver Cao&#39;s segment was really great! Congrats! Voice, tone, tempo → Chefs kiss.<br>I hope he gets more screen time!",12,2025-01-23T22:44:01Z
78,Q82tQJyJwgk,"As someone who only listens to the WAN show, not watch it, this was my first introduction to Dan.",36,2025-01-23T15:20:04Z
79,Q82tQJyJwgk,Who’s here after the deepseek dip,1,2025-01-27T21:56:28Z
80,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=1235"">20:35</a> say that again 😳",15,2025-01-23T14:38:01Z
81,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=986"">16:26</a> Can we get Oliver a new chair?",9,2025-01-23T14:50:58Z
82,Q82tQJyJwgk,"THANK YOU for finding ways to take all of this incredibly technical and complicated techno jargon and turn it into an easily digestible 20 minute video. This is one aspect that I&#39;ve found <b>many</b> other outlets are having a hard time doing for this release specifically, either simplifying is way too much that It becomes almost uninformative, or going way too into the weeds and confusing the hell out of me.",29,2025-01-23T18:58:21Z
83,Q82tQJyJwgk,hate to say it but this sounded like a Huge Paid AD which i was not a fan of,2,2025-01-28T22:32:44Z
84,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=1307"">21:47</a> LOOOOL THATS WHAT THEY TALKED ABOUT ON WAN SHOW??",36,2025-01-23T14:25:39Z
85,Q82tQJyJwgk,"Legit one of the best sponsor spots I have seen.  Never do I go back and watch again... but three times for this one, haha!",21,2025-01-23T14:42:39Z
86,Q82tQJyJwgk,"Linus: I&#39;m not a workaholic. <br>Also Linus: <a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=1305"">21:45</a> <br>LOL",11,2025-01-23T18:47:19Z
87,Q82tQJyJwgk,"wait, so it can&#39;t even play cyberpunk at max settings with over 60fps .. I&#39;ll wait.",0,2025-01-31T19:57:35Z
88,Q82tQJyJwgk,"The AI performance comparation at <a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=336"">5:36</a> is wrong! For 4090 value is provided for 8 bit quantization, but for 5090 it is 4bit quantization. For 8bit I would expect half of presented 5090 AI performance.",62,2025-01-23T14:57:23Z
89,Q82tQJyJwgk,"I love that all the writers had a bit to cover as part of the review. But my favorite by far is that Alex just has a hammer for some reason? Perfect, never change.",23,2025-01-24T05:54:17Z
90,Q82tQJyJwgk,They whipped out the LTT avengers for this video,14,2025-01-23T15:47:57Z
91,Q82tQJyJwgk,PLEASE let Dennis do more sponsor segments 😭😭😭,1,2025-01-26T21:36:41Z
92,Q82tQJyJwgk,5080 seems actually pretty nice and 1000 bucks cheaper than the 5090. Rather invest that extra money in a nice 4k monitor,36,2025-01-23T14:34:46Z
93,Q82tQJyJwgk,My entire setup costs half this much,31,2025-01-23T14:41:34Z
94,Q82tQJyJwgk,Paying 2000 for a card that gets 60 fps in 1440p ultra in ANY game is absolutely insane.,36,2025-01-23T17:32:58Z
95,Q82tQJyJwgk,I thought this guy quit YouTube,1,2025-01-26T00:26:37Z
96,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=280"">4:40</a> ok but why do you have a hammer.",57,2025-01-23T15:15:39Z
97,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=1359"">22:39</a> Linus Speaking Villager noise.",13,2025-01-23T18:25:53Z
98,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=27"">0:27</a> The light leaving Linus&#39; eyes as he&#39;s forced to do this stupid meme 🥲",23,2025-01-23T18:11:20Z
99,Q82tQJyJwgk,"By 2050, the GPU itself will be AI generated.",41,2025-01-23T14:22:17Z
100,Q82tQJyJwgk,Who’s ready for the 30 series again,2,2025-01-25T04:58:00Z
101,Q82tQJyJwgk,"The biggest problem with all the gaming focused features and tech, is that I simply don&#39;t need or care about them when actually playing a game. They may look cool in tech demos, but I never want to turn the settings on because it doesn&#39;t look or feel better to play an overly polished, shiny or blurry game.",35,2025-01-23T16:32:56Z
102,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=205"">3:25</a> : &quot;Making the 5090 look truly less like a next generation product and more of a 4090 super gt Zeeekai BUDOKAAAAII&quot;😂😂😂😂",17,2025-01-23T15:31:39Z
103,Q82tQJyJwgk,"So sorry you had to lose your kidney , you get 5 big booms <a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=28"">0:28</a>😂💥💥💥💥💥",42,2025-01-23T14:07:05Z
104,Q82tQJyJwgk,Well my 3060ti will scream n suffer for another generation of GPUs. Wish it luck guys 🙏🏾,1,2025-02-02T04:22:54Z
105,Q82tQJyJwgk,It gave me a lot of insight to know that this architectures name is 18% shorter. ty ltt,27,2025-01-23T14:22:38Z
106,Q82tQJyJwgk,I love how Alex never put the hammer down even once 😂,5,2025-01-23T17:50:04Z
107,Q82tQJyJwgk,Me with my GT 630:<br>“I’ll wait another year”,16,2025-01-23T14:05:56Z
108,Q82tQJyJwgk,I see… no pixels will be real in 10 years,3,2025-01-24T15:11:59Z
109,Q82tQJyJwgk,"Forget the 4090, that Segway was quite possibly the greatest cleanest transition to a Segway i ever seen in my life. Good lord . . .",15,2025-01-23T14:23:34Z
110,Q82tQJyJwgk,NVIDIA 6090 predictions<br>Cuda cores: 29000<br>Process node: 3nm TSMC<br>Power usage: 500 watts<br>VRAM: 32GB<br>Functions: DLSS 5 &amp; reflex 3<br>Price: 1799$<br>Release date: October 27th 2027,7,2025-01-23T22:41:55Z
111,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=63"">1:03</a> lmao the foam under the pants to make sure he doesn&#39;t get cut",32,2025-01-23T14:07:29Z
112,Q82tQJyJwgk,"Nvidia announces 50 series graphics card, that means price of 40 series will drop, that means i can now buy 30 series graphic card",1,2025-02-01T04:06:05Z
113,Q82tQJyJwgk,"Regardless of the performance, the price point of this card is nothing short of absolutely fucking mental.",13,2025-01-23T16:42:31Z
114,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=28"">0:28</a> bro thinks he’s big justice💀",21,2025-01-23T15:57:00Z
115,Q82tQJyJwgk,Dennis ad-read is perfection,20,2025-01-23T14:03:24Z
116,Q82tQJyJwgk,can&#39;t even play Wukong at 60 fps on 4k,1,2025-02-01T15:13:02Z
117,Q82tQJyJwgk,"If the 40 series was disappointing, this is even more disappointing.",6,2025-01-23T18:43:43Z
118,Q82tQJyJwgk,When the mid tier card come out it would be nice to see comparisons to the mid tier’s 40 and 30 cards since most people are probably still holding out for those,18,2025-01-23T14:20:48Z
119,Q82tQJyJwgk,"I appreciate the AI benchmarks but why are all the LLM tests with 7B and 13B models? I can run those on my 4060, no one is buying a 32GB card to run models that small",11,2025-01-23T19:12:02Z
120,Q82tQJyJwgk,"This whole video just sounds sponsored.<br>The majority of people only care about rasterization, and this was a weak upgrade for the price increase",2,2025-01-27T11:42:04Z
121,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=298"">4:58</a> YouTube compression does not like this part 💀",5,2025-01-23T20:58:12Z
122,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=28"">0:28</a> no way Linus quoting AJ and Big Justice",19,2025-01-23T14:25:11Z
123,Q82tQJyJwgk,But can it run Crysis,41,2025-01-23T14:01:23Z
124,Q82tQJyJwgk,Someone give the editor a raise 😂😂,0,2025-01-25T17:29:38Z
125,Q82tQJyJwgk,"I&#39;m interested in seeing how the 5070 compares to my current 3070. The sub $600 price bracket is a lot more interesting to most gamers, I think. I&#39;m looking forward to that review.",6,2025-01-23T17:37:32Z
126,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=52"">0:52</a> Lmao that Ai cake",7,2025-01-23T14:56:21Z
127,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=211"">3:31</a> BUDUKAI ZKAI OKAY OKAY",9,2025-01-23T14:47:13Z
128,Q82tQJyJwgk,the sponsored section broke my brain a little,1,2025-01-25T17:32:23Z
129,Q82tQJyJwgk,The coolest thing about this card is the cooler.,16,2025-01-23T14:29:28Z
130,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=532"">8:52</a> Canada wet???",9,2025-01-23T22:58:35Z
131,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=580"">9:40</a> peak cringe",8,2025-01-23T15:56:00Z
132,Q82tQJyJwgk,wow i really thought the 5090 was gonna do better compared to the 4090 .. this video saved me from buying the 5090 lol,1,2025-01-30T05:13:35Z
133,Q82tQJyJwgk,The best part of the new 5090 is that pricing for the 4090 will drop.,14,2025-01-23T15:36:24Z
134,Q82tQJyJwgk,I can’t wait to run Tarkov at 30 FPS on the RTX 5090 😍,25,2025-01-23T14:57:34Z
135,Q82tQJyJwgk,Not upgrading my 4090 FE.  I&#39;m jealous of the new cooler though.,6,2025-01-23T16:15:08Z
136,Q82tQJyJwgk,"My brain shuts off when I listen to you ramble on about marketing slides and marketing points, stop with the entertainment and just show us the benchmarks",1,2025-01-28T20:41:19Z
137,Q82tQJyJwgk,"While a 33% uplift is quite lackluster vs the 56% uplift we had going from the 3090 to the 4090, since the FPS numbers are getting so high, less of a % increase is needed for a huge jump. Example being if the 3090 got 100FPS and the 4090 got 156FPS then the 5090 would get around 207 FPS. But despite the fact that there was only a 33% increase for the 5090, all scenarios had an FPS jump of around 50",7,2025-01-24T03:52:28Z
138,Q82tQJyJwgk,"The 50 series is a huge letdown. They&#39;re good cards of course, but the way Nvidia talks about this stuff, you always expect a revolution, and you get an evolution. These are 40 series cards with a crapload of power pumped into them to keep stable. This is not exactly ideal. Nvidia is way too distracted with side projects. They&#39;ve got 5000 features they&#39;re working on, and only a small handful of them ever pan out. Don&#39;t get me wrong, I love Nvidia. If it weren&#39;t for them, we&#39;d be in a world of hurt. However, when it comes to just raw 3d rendering, we&#39;re getting screwed. I bought a GTX1080 for $500 in 2017, and today that will buy me a 4070. The 4070S is another $120. 8 years and only 85% improvement. That&#39;s insane. There was almost the same improvement from the 900 series to the 10 series, and that was 2 years. People always ask me &quot;dude how can you still run a GTX1080 and a 7700k?!?!&quot; and it&#39;s because I have a Gsync 144hz display, and in competitive games we all turn down graphics settings so I get lots of frames, and in games that aren&#39;t competitive, I have Gsync. So really nothing will change yet. Not until I can afford a card that will drive 1440p at 240hz+ for affordable prices. I&#39;m not paying a thousand dollars for a graphics card. I have other hobbies.",9,2025-01-24T21:25:33Z
139,Q82tQJyJwgk,I wish Linus did a review of lossless scalling vs 50 series mulitfame gen next. This needs more testing in competitive games for sure.,33,2025-01-23T14:55:42Z
140,Q82tQJyJwgk,"Just a note: Metro Exodus Enhanced Edition was the actual first game to require RTX, not Indiana Jones!",0,2025-01-29T14:38:53Z
141,Q82tQJyJwgk,"I really don&#39;t see the point of frame gen... The fps is higher, but latency is the same, so none of that translates to a perceived increase im responsiveness. Sure, you might have a little more motion clarity, but it doesnt seem worth it considering the artifacts",6,2025-01-23T18:59:17Z
142,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=1262"">21:02</a> conclusion of the video.",11,2025-01-24T02:56:26Z
143,Q82tQJyJwgk,"<a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=1285"">21:25</a> The 4090 was an outlier for 40 series with lower tier cards offered a much lower performance bump...  Yeah, but the 50 series will offer a much lower performance bump for it&#39;s lower tier cards... Again! (Hypothesised from the fact that 5090 = 30% jump over 4090, using 30% more cores and 30% more power, but the lower tier cards have around 7-10% more cores, so they&#39;ll offer.... erm.... 7-10% more performance?!   Duh!   Meaning that the 5090 will just be even more &quot;outlier&quot; than the 4090.  Boo :(",3,2025-01-27T01:20:27Z
144,Q82tQJyJwgk,This video didn&#39;t age well.  Ita not $2000. It&#39;s $2500.,1,2025-01-31T22:57:06Z
145,Q82tQJyJwgk,"My entire PC (1080p 75hz IPS LG monitor, peripherals, all the components: Ryzen 5 3600, 16gb DDR4 3200mhz, b550m, Rx 6700xt 12gb, 500w EVGA 80 plus white, and my desk and  bills included) cost less than that bro...",8,2025-01-23T19:37:23Z
146,Q82tQJyJwgk,"Warning, absolute presenter CRINGE starts at <a href=""https://www.youtube.com/watch?v=Q82tQJyJwgk&amp;t=490"">8:10</a>",8,2025-01-23T17:43:48Z
147,Q82tQJyJwgk,Moore&#39;s Law truly is dead,42,2025-01-23T14:13:50Z
148,Q82tQJyJwgk,&quot;Cant Afford one gang&quot; dont forget to say &quot;hey&quot;,1,2025-01-25T10:03:16Z
149,Q82tQJyJwgk,That Dennis Ad transition IS ABSOLUTE CINEMA,12,2025-01-23T14:08:27Z
150,Q82tQJyJwgk,"For those wondering, Linus had his wisdom teeth out.",4,2025-01-23T16:37:20Z
151,Q82tQJyJwgk,What an absolutely trip of a sponsor segment that at the start was. So much happened 😵‍💫,6,2025-01-23T14:05:49Z
152,Q82tQJyJwgk,Still waiting for the 6090,0,2025-01-29T12:17:00Z
153,Q82tQJyJwgk,"The production value on this video was fantastic. Loved including all of the different hosts, the sponsor segment was great and it kept you engaged. Great job!",4,2025-01-24T22:55:49Z
154,Q82tQJyJwgk,This was an extremely well produced video! Love how all the Hosts were showcased &quot;in their element&quot;.,9,2025-01-23T14:37:21Z
