video_id,comment,likeCount,publishedAt
uDup7cYNU6c,Hopefully there’s gonna be an RTX 5050 ti which is gonna be much better than the current 4060. Make it happen Nvidia.,0,2025-01-07T07:32:56Z
uDup7cYNU6c,"Oh come on! I`m still saving, to get 4090 Ti!",0,2025-01-07T07:32:59Z
uDup7cYNU6c,6:05 so he's basically saying all these shiny new graphics cards are not needed since AI takes a lot less computation and everything is pretrained on their servers? 🙃,5,2025-01-07T07:33:07Z
uDup7cYNU6c,Is it just me or did those ai materials look significantly worse than the base material? The fabric looked like it became extremely noisy.,0,2025-01-07T07:35:00Z
uDup7cYNU6c,"They said the same last year, with the x2 performance, in real life it was better but not ""x2""",0,2025-01-07T07:35:17Z
uDup7cYNU6c,12:39 thermal throttling makes a lot of sense,0,2025-01-07T07:35:35Z
uDup7cYNU6c,I just bought an 4080 super 🥹😂,0,2025-01-07T07:37:27Z
uDup7cYNU6c,Nvidia didn't sold me on buy day one. I hope when we start seeing reviews compare to the 4000s series  we can see how much power they have.,0,2025-01-07T07:37:37Z
uDup7cYNU6c,He's a salesman. Best not to get excited.  vRAM numbers not mentioned. RT core numbers not mentioned. DLSS core number not mentioned.  Whole presentation given in a blur of no facts or figures.,0,2025-01-07T07:38:32Z
uDup7cYNU6c,4090 was 1600? Or is this new price ? I never seen it lower than 2000$ . 😮,0,2025-01-07T07:39:07Z
uDup7cYNU6c,yall guess who got the rtx 4090 5 days ago......,0,2025-01-07T07:39:21Z
uDup7cYNU6c,"so,they compute 2 pixels out of 33 milions or 2 millions out of 33? lol  ",0,2025-01-07T07:39:24Z
uDup7cYNU6c,Nvidia remembered that they have Gamers as costumers too haha,0,2025-01-07T07:39:43Z
uDup7cYNU6c,"The fact that this won't perform unless specific games have to implement dlss4 means that the ""5070 has 4090 performance"" statement is a lie.",0,2025-01-07T07:41:05Z
uDup7cYNU6c,1:11 Anyone else think those blues looked better rendered without the RTX Neural Material?,0,2025-01-07T07:41:42Z
uDup7cYNU6c,The resale is about to be 4k 😂,0,2025-01-07T07:41:51Z
uDup7cYNU6c,5070... 4090 erformance... 579$... I can finally upgrade,0,2025-01-07T07:42:05Z
uDup7cYNU6c,Where is rtx 5060,0,2025-01-07T07:42:34Z
uDup7cYNU6c,Morphius Jacket this is new era my Matrix friends,0,2025-01-07T07:42:45Z
uDup7cYNU6c,big ass company and u played the starting part twice,0,2025-01-07T07:43:06Z
uDup7cYNU6c,"""your scientists were so preoccupied with whether or not they could, that they didn't stop and think to ask if they should""",0,2025-01-07T07:43:59Z
uDup7cYNU6c,😂 where is he finding a 4090 for 1599?? ..the 5090 is NOT going to be sold for 1999 bucks either.. also why did I just watch a re-run?,0,2025-01-07T07:44:26Z
uDup7cYNU6c,Nvidia is powerhouse.,1,2025-01-07T07:44:38Z
uDup7cYNU6c,More shit I can’t buy,0,2025-01-07T07:45:40Z
uDup7cYNU6c,"RIP intel arc, we hardly knew ye.",0,2025-01-07T07:46:43Z
uDup7cYNU6c,Now the RTX 4070 will become  cheaper and I can finally upgrade from the RTX 3060.,1,2025-01-07T07:47:04Z
uDup7cYNU6c,My consumerism blood is rising,0,2025-01-07T07:48:13Z
uDup7cYNU6c,His jacket is laced with gamers tears.,231,2025-01-07T07:48:18Z
uDup7cYNU6c,How many vram in  5070 mobile (5070 laptop ) ?,0,2025-01-07T07:48:37Z
uDup7cYNU6c,"5070 as fast as 4090. I miss the days where that could actually be true. Clear message here, that sort of leap is not possible anyway, we are approaching the limit.",0,2025-01-07T07:49:12Z
uDup7cYNU6c,"Can't wait for the compilation where he only says ""AI""",1,2025-01-07T07:49:24Z
uDup7cYNU6c,He is wearing crocodile LEATHER JACKET… this is how much money he is making ..,0,2025-01-07T07:50:24Z
uDup7cYNU6c,so if the 5070 has 4090 power and the 5070 is only $590 that means the 4090 will  be a lower price since its last gen tec. lol lol Im JS.,0,2025-01-07T07:52:46Z
uDup7cYNU6c,"8gb vram 5070  has same performance as 24gb vram 4090 ? . sorry sir , i dont believe this lie .",0,2025-01-07T07:53:13Z
uDup7cYNU6c,So many intel Kevins crying in the comments.,0,2025-01-07T07:54:05Z
uDup7cYNU6c,But can it run crisis?,0,2025-01-07T07:54:42Z
uDup7cYNU6c,Wow what a jacket,0,2025-01-07T07:56:00Z
uDup7cYNU6c,really huge instant 2 minute replay,0,2025-01-07T07:56:40Z
uDup7cYNU6c,"aside from 5090s pricing, the rest of the gpus have a more reasonable pricing.",0,2025-01-07T07:56:46Z
uDup7cYNU6c,The first GPU that is named after the price it will cost☠️,1,2025-01-07T07:56:57Z
uDup7cYNU6c,Why can't the existing 4090 use AI to also generate frames like this?,0,2025-01-07T07:58:00Z
uDup7cYNU6c,did they change something in the matrix?,0,2025-01-07T07:58:11Z
uDup7cYNU6c,Nobody cares about AI button    I   V,1,2025-01-07T07:59:21Z
uDup7cYNU6c,so this means ai will be integrated into every gpu from now on,0,2025-01-07T07:59:25Z
uDup7cYNU6c,I dont know about that price? To good to be true,0,2025-01-07T08:00:23Z
uDup7cYNU6c,Yeah USD they are gonna be way over priced in AUD.,0,2025-01-07T08:02:51Z
uDup7cYNU6c,"Cant afford a personal loan at the moment so going to give this a pass, will look at how AMD prices its cards before deciding.",0,2025-01-07T08:05:16Z
uDup7cYNU6c,Apple could never lol,0,2025-01-07T08:07:04Z
uDup7cYNU6c,"15:50 does he think we’re stupid or something?   “You cant do this without AI” - homie, you’ve been putting those GPU’s in laptops for years, what do you mean?",4,2025-01-07T08:07:44Z
uDup7cYNU6c,Oh my Jensen is wearing a different jacket,0,2025-01-07T08:08:58Z
uDup7cYNU6c,Jensen just pissed off a whole lot of 4090 owners,0,2025-01-07T08:09:03Z
uDup7cYNU6c,Whats the music track on the demo animation?,1,2025-01-07T08:09:05Z
uDup7cYNU6c,Na ill pass after 4090 go out probably switch to console in my system etc,0,2025-01-07T08:10:15Z
uDup7cYNU6c,imagine league of legends on these cards,0,2025-01-07T08:10:54Z
uDup7cYNU6c,Holy crap that 5070,0,2025-01-07T08:11:11Z
uDup7cYNU6c,Thank God .....they didn't charge $1500 for 5080 ...damn,0,2025-01-07T08:13:41Z
uDup7cYNU6c,that jacket using raytracing,0,2025-01-07T08:14:15Z
uDup7cYNU6c,"graphic cards have become garbage phones now, they bring a new new each year.",0,2025-01-07T08:15:13Z
uDup7cYNU6c,GeForce now act like Apple for real!,0,2025-01-07T08:15:52Z
uDup7cYNU6c,AI is coming back to the future to compute your game at 250fps before you have played it so you don’t have to actually play anything.,0,2025-01-07T08:16:33Z
uDup7cYNU6c,Jesus his jacket is made from black crocodile. Those are rare.,3,2025-01-07T08:17:06Z
uDup7cYNU6c,"Dear biggest performer in the NASDAQ, pls lower the prices. Thx, the Gamers.",0,2025-01-07T08:19:39Z
uDup7cYNU6c,Wait what? Is it really gonna be $500 ?,0,2025-01-07T08:21:01Z
uDup7cYNU6c,I can't wait to play with this on a 1080p moniter 😩,0,2025-01-07T08:21:18Z
uDup7cYNU6c,Am i the only one who doesn't like neural texture compression output quality compared to original,1,2025-01-07T08:21:28Z
uDup7cYNU6c,"Price matters more, more then performance",0,2025-01-07T08:22:17Z
uDup7cYNU6c,"5070 will be on par with 4090 in specific situations, same as pigs can fly in a specific situation like if you put them on a plane",19,2025-01-07T08:22:20Z
uDup7cYNU6c,But can it run Crysis?,1,2025-01-07T08:23:25Z
uDup7cYNU6c,"New gpus will be expensive. Such a jacket costs $50,000",0,2025-01-07T08:23:53Z
uDup7cYNU6c,Jensen's jacket has Ray Tracing now.,0,2025-01-07T08:25:18Z
uDup7cYNU6c,Just stick to the 40 series everyone this aint worth it....,0,2025-01-07T08:25:46Z
uDup7cYNU6c,How is 4090 1599usd? Its like 2300-2700usd,0,2025-01-07T08:26:03Z
uDup7cYNU6c,Gone are the days of rendering our games natively on pc what a shame...,0,2025-01-07T08:26:13Z
uDup7cYNU6c,Look at him go in his little crocodile lether jacket... the dude is so incredibly out of touch. 🤣🤣🤣,0,2025-01-07T08:26:58Z
uDup7cYNU6c,The jacket's raytrace samples are too low... it's flikering!,0,2025-01-07T08:27:37Z
uDup7cYNU6c,1.8 tb of bandwidth is fuckn insane,0,2025-01-07T08:27:49Z
uDup7cYNU6c,Nah this some black magic voodoo stuff right here,0,2025-01-07T08:28:05Z
uDup7cYNU6c,The tech keeps improving. My wallet just cant keep up,0,2025-01-07T08:28:54Z
uDup7cYNU6c,Yea boy. Finally I can play stalker 2 with stable 60 fps,0,2025-01-07T08:32:12Z
uDup7cYNU6c,"2k makes that laptop seem like a good deal.   This is wack, remember building a whole pc around 2010 for under $600 with a 570ti",0,2025-01-07T08:33:04Z
uDup7cYNU6c,I don't see any real progress here. This seems like just another way to sell more cards. NVIDIA needs to provide a truly advanced and well-developed GPU that can take us to the next level. All these new cards offering just a few extra FPS are really frustrating.,0,2025-01-07T08:34:00Z
uDup7cYNU6c,"AHHH,,, MORE ENERGY CONSUMPTION AND MORE ELECTRICITY BILL... CONGRATS... NICE...",0,2025-01-07T08:34:41Z
uDup7cYNU6c,Thst jacket hes wearing is epic.,0,2025-01-07T08:34:49Z
uDup7cYNU6c,To be honest the 6000 series will be better,0,2025-01-07T08:35:22Z
uDup7cYNU6c,Apple company are now competitors to this,0,2025-01-07T08:35:50Z
uDup7cYNU6c,oh Phugg off! $1999?! yeah that gator skin jacket is starting to make sense.,0,2025-01-07T08:37:04Z
uDup7cYNU6c,"Glad i didn't get the Asus 4090 when i got the chance, specially with its $2200 average price, now i can get twice the performance at half the price with the 5080",0,2025-01-07T08:37:42Z
uDup7cYNU6c,Its time to upgrade my beloved 1080ti,0,2025-01-07T08:38:01Z
uDup7cYNU6c,His jacket representing Ray Tracing in real live 😅,0,2025-01-07T08:39:33Z
uDup7cYNU6c,No thanks looks the same as my 1650 ☠️💀,1,2025-01-07T08:40:12Z
uDup7cYNU6c,Finally We Get to ready to GTA 6 😂,2,2025-01-07T08:40:45Z
uDup7cYNU6c,"I don't like AI dude, give me raw performance without dlss bullshirt",1,2025-01-07T08:41:00Z
uDup7cYNU6c,Why you always show DLSS on static scenes? Show how blurry it in dynamic and fast pace scenes instead,1,2025-01-07T08:41:26Z
uDup7cYNU6c,"Thanks to AI, we will not see significant increase of raw power in GPUs anymore.",0,2025-01-07T08:42:43Z
uDup7cYNU6c,"I guess that seals the deal for me, RX 7900XT here I come",0,2025-01-07T08:43:19Z
uDup7cYNU6c,"DLSS cannot work miracles Jensen. Games are eating more VRAM than ever and using upscaling and frame generation the base or real performance of games are ever more shit. So your 12GB card will rarely perform ""on par"" with a 24GB card on most scenarios even counting the fake frames of DLSS4.",0,2025-01-07T08:44:01Z
uDup7cYNU6c,"I said this one and I'm saying again, I'm good with my RX 5500 XT 8gb playing retro games on linux and having the time of my life.",0,2025-01-07T08:44:21Z
uDup7cYNU6c,We're so close to rtx 101020,0,2025-01-07T08:44:29Z
uDup7cYNU6c,"""Rendered in real time on RTX Blackwell"" - Proceeds to show pre-rendered footage.",0,2025-01-07T08:45:03Z
uDup7cYNU6c,"Ok, you shrinked this huge videocard into a tiny notebook... But the videocard isn't actually big, it's a thin plate. What actually is huge is the radiator! How can this thin notebook dissolve such a great heat? What performance can you get when videochip will start to heat-throttle in 10 seconds of high performance. When will you start making different pci connection so that videocard could be placed separately from motherboard, having its own air intake and exhaust, like power box has now?",0,2025-01-07T08:45:47Z
uDup7cYNU6c,5:39 this absolutely blew my mind.,7,2025-01-07T08:46:35Z
uDup7cYNU6c,Great❤,0,2025-01-07T08:47:15Z
uDup7cYNU6c,"5070 with 4090 performance? Yeah, sure.........",0,2025-01-07T08:47:24Z
uDup7cYNU6c,Watch as console players use this GPU price as their argument against PC gamers lol.,0,2025-01-07T08:47:27Z
uDup7cYNU6c,"the 5080 price really surprised me. i can look past the bullshit 16gb at $1000 dollars. with the amd release being a bust, they could have gone way more.",0,2025-01-07T08:47:30Z
uDup7cYNU6c,Nvidia has become too greedy,0,2025-01-07T08:49:12Z
uDup7cYNU6c,"What a homely jacket, what are you trying to prove?? 😂",0,2025-01-07T08:49:45Z
uDup7cYNU6c,2000$ for a 5090 is off the charts,0,2025-01-07T08:49:51Z
uDup7cYNU6c,"No no no no no, 2000$ outrageous, stoopid consumers keep buying this stuff, I get they want the latest and greatest but it really isn't worth that much.",0,2025-01-07T08:49:51Z
uDup7cYNU6c,"Let the games start coming out optimized as they should be, then we will buy a graphics card that costs a salary.",0,2025-01-07T08:50:20Z
uDup7cYNU6c,This is all amazing but it  wont help a bit if game devleopers  dont deliver on their promises !,0,2025-01-07T08:50:31Z
uDup7cYNU6c,The new Witcher will probably need one of these GPUs 😂,0,2025-01-07T08:51:19Z
uDup7cYNU6c,I believe Nvidia is using AI to increase prices while we still buy,0,2025-01-07T08:51:20Z
uDup7cYNU6c,Still using my 1650 lol,2,2025-01-07T08:52:21Z
uDup7cYNU6c,"He talking so much about AI, if he still thinks we don't live in a simulation i believe it",0,2025-01-07T08:54:12Z
uDup7cYNU6c,Me watching this with my beloved RX570,0,2025-01-07T08:54:55Z
uDup7cYNU6c,me watching this from my 1050 ti laptop 😅,0,2025-01-07T08:55:29Z
uDup7cYNU6c,5000series already sounds soulless,0,2025-01-07T08:55:44Z
uDup7cYNU6c,Bro wear RTX jacket 😂,0,2025-01-07T08:55:53Z
uDup7cYNU6c,Hope the momor doesn't overheat,0,2025-01-07T08:56:16Z
uDup7cYNU6c,i feel so damn old with a 3080ti now 😅,0,2025-01-07T08:57:07Z
uDup7cYNU6c,Uploading a video about a high end next gen GPU in 2025 in 1080p is really next level.,1,2025-01-07T08:58:29Z
uDup7cYNU6c,me who got a 4090 like 3 months ago.... well guess it's resell time 😂,0,2025-01-07T08:58:30Z
uDup7cYNU6c,So how much faster can it mine?,0,2025-01-07T08:58:34Z
uDup7cYNU6c,"""it's a miracle"" wtf?",0,2025-01-07T09:00:06Z
uDup7cYNU6c,"the alligator skin jacket is a bit much mate. we get it, you're fucking loaded",0,2025-01-07T09:00:37Z
uDup7cYNU6c,What about the people who can afford budget GPU and when 5060 coming with 4080 performance?,0,2025-01-07T09:00:44Z
uDup7cYNU6c,"So, we're paying more for less? Instead of getting faster much cards like in the old days we're now getting slightly faster cards with better AI upscaling?",0,2025-01-07T09:01:00Z
uDup7cYNU6c,A shiny Jensen has appeared !,0,2025-01-07T09:01:29Z
uDup7cYNU6c,i should have just waited for this instead of buying the legion pro 7i 4090😫😫😫,0,2025-01-07T09:02:19Z
uDup7cYNU6c,yeah but can it run crisis.,0,2025-01-07T09:03:16Z
uDup7cYNU6c,"Idk what he's talking about, it's all just corpo talk",0,2025-01-07T09:03:28Z
uDup7cYNU6c,But can it run GTA6?😭  **PC Gamer waiting for 2027 release**,0,2025-01-07T09:04:20Z
uDup7cYNU6c,Did he use ai and ray tracing on his jacket? Cause It looks shiny.  Edit- Oh somebody already commented on it lol.,0,2025-01-07T09:04:24Z
uDup7cYNU6c,What shit editing from IGN. Showed the same thing twice,0,2025-01-07T09:05:52Z
uDup7cYNU6c,More money pluses more features  and more and more ai in the 50 series  gpu and 5060 at the start  will coat a lot and they will not  have 50 series  gpu for a affordable  price,0,2025-01-07T09:06:49Z
uDup7cYNU6c,"Nope, he is only wearing 2 pixels.",0,2025-01-07T09:08:37Z
